id,gender,masterCategory,subCategory,baseColour,season,year,usage,productDisplayName,image_path
14816,Women,Accessories,Bags,Red,Summer,2011.0,Casual,United Colors of Benetton Women Solid Red Handbags,14816.jpg
49543,Women,Accessories,Bags,Rust,Summer,2012.0,Casual,Rocia Women Rust Handbag,49543.jpg
22502,Women,Footwear,Shoes,Blue,Winter,2015.0,Casual,Catwalk  Women Blue Casual Flats,22502.jpg
39591,Women,Footwear,Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Wedges,39591.jpg
32841,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Grendha Women Jola Cigana Gold Flats,32841.jpg
45362,Women,Footwear,Shoes,Olive,Summer,2016.0,Casual,Cobblerz Women Olive Green Sandals,45362.jpg
54142,Women,Footwear,Shoes,Beige,Winter,2012.0,Casual,Rocia Women Beige Sandals,54142.jpg
56961,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,HM Women Black Flats,56961.jpg
45375,Women,Footwear,Shoes,Grey,Summer,2016.0,Casual,Cobblerz Women Grey Sandals,45375.jpg
33110,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Peep Toes,33110.jpg
49622,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,49622.jpg
20275,Women,Footwear,Shoes,Multi,Winter,2015.0,Casual,Catwalk Women Casual Multi Flats,20275.jpg
55644,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,55644.jpg
41673,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Catwalk Women Gold Heels,41673.jpg
45343,Women,Footwear,Shoes,Multi,Summer,2016.0,Casual,Cobblerz Women Multicoloured Sandals,45343.jpg
47637,Women,Footwear,Shoes,Yellow,Spring,2013.0,Casual,Carlton London Women Yellow Peep Toes,47637.jpg
45331,Women,Footwear,Shoes,Blue,Summer,2016.0,Casual,Cobblerz Women Blue Heels,45331.jpg
47455,Women,Footwear,Shoes,Purple,Summer,2012.0,Casual,Tiptopp Women Purple Flip-Flops,47455.jpg
2900,Women,Footwear,Shoes,Silver,Winter,2015.0,Casual,Catwalk Women Wedding Collection Silver Heels,2900.jpg
49618,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Bronze Heels,49618.jpg
14362,Women,Footwear,Shoes,Beige,Winter,2015.0,Casual,Catwalk Women Casual Beige Flats,14362.jpg
3137,Women,Footwear,Shoes,Brown,Winter,2015.0,Ethnic,Catwalk Women Ethnic Leather Flat Brown Flats,3137.jpg
34075,Women,Footwear,Shoes,White,Fall,2012.0,Formal,Clarks Women Henderson Toy Bone Leather White Flats,34075.jpg
22295,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Inc. 5 Women Casual Black Flats,22295.jpg
27079,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Catwalk Women Black Flats,27079.jpg
2874,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,2874.jpg
56995,Women,Footwear,Shoes,Purple,Winter,2012.0,Casual,HM Women Purple Wedges,56995.jpg
22306,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Inc. 5 Women Casual Brown Flats,22306.jpg
56882,Women,Footwear,Shoes,Red,Winter,2012.0,Casual,HM Women Red Heels,56882.jpg
41669,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels,41669.jpg
20757,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Carlton London  Women Casual Brown Wedges,20757.jpg
41712,Women,Footwear,Shoes,Teal,Winter,2012.0,Casual,Catwalk Women Teal Wedges,41712.jpg
33105,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,33105.jpg
43945,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Catwalk Women Brown Heels,43945.jpg
39715,Women,Footwear,Shoes,Brown,Spring,2013.0,Casual,Catwalk Women Brown Wedges,39715.jpg
49596,Women,Footwear,Shoes,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels,49596.jpg
45355,Women,Footwear,Shoes,Beige,Summer,2016.0,Casual,Cobblerz Women Beige Sandals,45355.jpg
14478,Women,Footwear,Shoes,Red,Summer,2012.0,Casual,Enroute Women Casual Red Flats,14478.jpg
19020,Women,Footwear,Shoes,Gold,Winter,2015.0,Casual,Catwalk Women Gold Strap Heels,19020.jpg
18555,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats,18555.jpg
56958,Women,Footwear,Shoes,Blue,Winter,2012.0,Casual,HM Women Blue Flats,56958.jpg
59028,Women,Footwear,Shoes,Pink,Winter,2012.0,Casual,Carlton London Women Plum Heels,59028.jpg
46607,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels,46607.jpg
43949,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,43949.jpg
14354,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats,14354.jpg
39584,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,39584.jpg
45371,Women,Footwear,Shoes,Taupe,Summer,2016.0,Casual,Cobblerz Women Taupe Brown Sandals,45371.jpg
47613,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Portia Women Brown Heels,47613.jpg
54109,Women,Footwear,Shoes,Beige,Winter,2012.0,Casual,Rocia Women Beige Flats,54109.jpg
20754,Women,Footwear,Shoes,Black,Spring,2013.0,Casual,Carlton London Women Black Heels,20754.jpg
55632,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,55632.jpg
22307,Women,Footwear,Shoes,Beige,Winter,2012.0,Casual,Inc. 5 Women Casual Beige Flats,22307.jpg
14440,Women,Footwear,Shoes,White,Summer,2012.0,Casual,Enroute Women Casual White Flats,14440.jpg
49599,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,49599.jpg
15564,Women,Footwear,Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Casual Blue Flats,15564.jpg
21047,Women,Footwear,Shoes,White,Fall,2011.0,Casual,Clarks Women Santa Cruz White Flats,21047.jpg
56920,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,HM Women Black Sandals,56920.jpg
33518,Women,Footwear,Shoes,Blue,Summer,2016.0,Casual,Cobblerz Women Blue Peep Toes,33518.jpg
39569,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,39569.jpg
43933,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,43933.jpg
56933,Women,Footwear,Shoes,Purple,Winter,2012.0,Casual,HM Women Purple Flats,56933.jpg
46598,Women,Footwear,Shoes,Beige,Summer,2012.0,Casual,Catwalk Women Beige Heels,46598.jpg
17673,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Pumps,17673.jpg
43953,Women,Footwear,Shoes,Purple,Winter,2012.0,Casual,Catwalk Women Purple Flats,43953.jpg
10289,Women,Footwear,Shoes,Black,Fall,2012.0,Casual,Clarks Women Soma Silk Leather Black Heels,10289.jpg
35815,Women,Footwear,Shoes,White,Summer,2012.0,Casual,Enroute Women White Heels,35815.jpg
39563,Women,Footwear,Shoes,Gold,Winter,2015.0,Casual,Catwalk Women Gold Flats,39563.jpg
14370,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Flats,14370.jpg
32833,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,iPanema Women Kirey Brown Flats,32833.jpg
39573,Women,Footwear,Shoes,Beige,Winter,2015.0,Casual,Catwalk Women Beige Flats,39573.jpg
2895,Women,Footwear,Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Heeled Black Silver Strap Heels,2895.jpg
13047,Women,Footwear,Shoes,White,Winter,2012.0,Casual,Inc 5 Women Casual White Wedges,13047.jpg
14441,Women,Footwear,Shoes,White,Summer,2012.0,Casual,Enroute Women Casual White Flats,14441.jpg
47592,Women,Footwear,Shoes,White,Winter,2012.0,Casual,Portia Women White Flats,47592.jpg
32856,Women,Footwear,Shoes,Purple,Winter,2012.0,Casual,Grendha Women Kall Ad Purple Flats,32856.jpg
20279,Women,Footwear,Shoes,Beige,Winter,2015.0,Casual,Catwalk Women Casual Beige Heels,20279.jpg
2887,Women,Footwear,Shoes,Beige,Winter,2015.0,Casual,Catwalk Women Black Ballerinas,2887.jpg
46620,Women,Footwear,Shoes,Brown,Summer,2016.0,Casual,Catwalk Women Brown Sandals,46620.jpg
32852,Women,Footwear,Shoes,White,Winter,2012.0,Casual,Grendha Women Ciaudia White Flats,32852.jpg
22290,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Inc. 5 Women Casual Silver Flats,22290.jpg
45815,Women,Footwear,Shoes,Orange,Summer,2012.0,Casual,Senorita Women Orange Flats,45815.jpg
26178,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Rocia Women Black Heels,26178.jpg
33106,Women,Footwear,Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats,33106.jpg
49600,Women,Footwear,Shoes,White,Winter,2015.0,Casual,Catwalk Women White Flats,49600.jpg
41736,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Catwalk Women Golden Heels,41736.jpg
33092,Women,Footwear,Shoes,Gold,Winter,2015.0,Casual,Catwalk Women Gold Flats,33092.jpg
39588,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Wedges,39588.jpg
46618,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Catwalk Women Black Sandals,46618.jpg
33125,Women,Footwear,Shoes,Grey,Winter,2015.0,Casual,Catwalk Women Grey Stilettoes,33125.jpg
59025,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Carlton London Women Black Pumps,59025.jpg
17677,Women,Footwear,Shoes,Tan,Winter,2015.0,Casual,Catwalk Women Weaved Strap Tan Flats,17677.jpg
17672,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Brown Pumps,17672.jpg
15546,Women,Footwear,Shoes,Bronze,Winter,2015.0,Casual,Catwalk Women Casual Bronze Heels,15546.jpg
54132,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Rocia Women Black Heels,54132.jpg
56679,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Portia Women Brown Sandals,56679.jpg
47620,Women,Footwear,Shoes,Black,Fall,2014.0,Casual,Portia Women Black Flats,47620.jpg
8172,Women,Footwear,Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Slim Casual Beige Wedges,8172.jpg
53147,Women,Footwear,Shoes,Bronze,Winter,2015.0,Casual,Catwalk Women Brown Wedges,53147.jpg
22289,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Inc. 5 Women Casual Golden Flats,22289.jpg
41730,Women,Footwear,Shoes,White,Winter,2012.0,Casual,Catwalk Women White Heels,41730.jpg
26179,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Rocia Women Golden Heels,26179.jpg
10299,Women,Footwear,Shoes,Black,Fall,2013.0,Casual,Clarks Women Black Leather Wedges,10299.jpg
32847,Women,Footwear,Shoes,Beige,Winter,2012.0,Casual,Grendha Women Romance Beige Flats,32847.jpg
22258,Women,Footwear,Shoes,Blue,Winter,2012.0,Casual,Inc. 5 Women Casual Blue Heels,22258.jpg
47558,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Portia Women Silver & Copper Flats,47558.jpg
2901,Women,Footwear,Shoes,Black,Winter,2015.0,Formal,Catwalk Women Corporate Leather Black Heels,2901.jpg
47579,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Portia Women Black & Brown Sandals,47579.jpg
43929,Women,Footwear,Shoes,White,Spring,2013.0,Casual,Catwalk Women White Heeled Shoes,43929.jpg
33109,Women,Footwear,Shoes,Pink,Winter,2015.0,Casual,Catwalk Women Pink Wedges,33109.jpg
17655,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Pumps Black Peep Toes,17655.jpg
54136,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Rocia Women Silver Flats,54136.jpg
59054,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Carlton London Women Silver Heels,59054.jpg
41726,Women,Footwear,Shoes,Multi,Winter,2012.0,Casual,Catwalk Women Multi Colour Heels,41726.jpg
11493,Women,Footwear,Shoes,Pink,Winter,2015.0,Casual,Catwalk Women Lifestyle Pink Wedges,11493.jpg
39619,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,39619.jpg
14368,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Flats,14368.jpg
19029,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Moccasin Black Heels,19029.jpg
50146,Women,Footwear,Shoes,Red,Winter,2012.0,Casual,Rocia Women Red Heels,50146.jpg
22264,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Inc. 5 Women Casual Golden Flats,22264.jpg
41703,Women,Footwear,Shoes,Teal,Winter,2012.0,Casual,Catwalk Women Teal Wedges,41703.jpg
22268,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Inc. 5 Women Casual Black Wedges,22268.jpg
14415,Women,Footwear,Shoes,Black,Summer,2012.0,Casual,Enroute Women Black Wedges,14415.jpg
20280,Women,Footwear,Shoes,Green,Winter,2015.0,Casual,Catwalk Women Casual Green Flats,20280.jpg
49619,Women,Footwear,Shoes,White,Winter,2015.0,Casual,Catwalk Women White Heels,49619.jpg
56878,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,HM Women Silver Heels,56878.jpg
33095,Women,Footwear,Shoes,Beige,Winter,2015.0,Casual,Catwalk Women Beige Flats,33095.jpg
56952,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,HM Women Brown Heels,56952.jpg
24084,Women,Footwear,Shoes,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Flats,24084.jpg
56885,Women,Footwear,Shoes,Red,Winter,2012.0,Casual,HM Women Red Heels,56885.jpg
47547,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Portia Women Silver Flats,47547.jpg
13025,Women,Footwear,Shoes,Maroon,Winter,2012.0,Casual,Inc 5 Women Casual Maroon Flats,13025.jpg
39193,Women,Footwear,Shoes,Gold,Winter,2015.0,Casual,Catwalk Women Gold Flats,39193.jpg
35807,Women,Footwear,Shoes,Pink,Summer,2012.0,Casual,Enroute Women Pink Flats,35807.jpg
45800,Women,Footwear,Shoes,Copper,Summer,2012.0,Casual,Senorita Women Copper Flats,45800.jpg
56908,Women,Footwear,Shoes,Blue,Winter,2012.0,Casual,HM Women Blue Heels,56908.jpg
56914,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,HM Women Black Heels,56914.jpg
34457,Women,Footwear,Shoes,Beige,Winter,2012.0,Formal,Rocia Women Beige Wedges,34457.jpg
33123,Women,Footwear,Shoes,Silver,Winter,2015.0,Casual,Catwalk Women Silver Heels,33123.jpg
50153,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Rocia Women Black Heels,50153.jpg
21030,Women,Footwear,Shoes,Red,Fall,2012.0,Casual,Clarks Women Balti Zing Red Heels,21030.jpg
36614,Women,Footwear,Shoes,Multi,Winter,2015.0,Casual,Catwalk Women Multi-Coloured Heels,36614.jpg
56932,Women,Footwear,Shoes,Metallic,Winter,2012.0,Casual,HM Women Metallic Flats,56932.jpg
41688,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,41688.jpg
41680,Women,Footwear,Shoes,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels,41680.jpg
49580,Women,Footwear,Shoes,Gold,Winter,2015.0,Casual,Catwalk Women Golden Heels,49580.jpg
45356,Women,Footwear,Shoes,Black,Summer,2016.0,Casual,Cobblerz Women Black Sandals,45356.jpg
56864,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,HM Women Golden Heels,56864.jpg
41676,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,41676.jpg
33534,Women,Footwear,Shoes,Beige,Summer,2016.0,Casual,Cobblerz Women Beige Pumps,33534.jpg
43927,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Catwalk Women Gold Heels,43927.jpg
45783,Women,Footwear,Shoes,Maroon,Summer,2012.0,Casual,Senorita Women Maroon Sandals,45783.jpg
35794,Women,Footwear,Shoes,Black,Summer,2012.0,Casual,Enroute Women Black Wedges,35794.jpg
20753,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Carlton London  Women Classy Silver Stilettos,20753.jpg
11510,Women,Footwear,Shoes,Beige,Winter,2015.0,Casual,Catwalk Women Lifestyle Beige Flats,11510.jpg
13641,Women,Footwear,Shoes,Navy Blue,Winter,2012.0,Casual,Carlton London Women Casual Navy Flats,13641.jpg
27077,Women,Footwear,Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Heels,27077.jpg
53870,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Rocia Women Brown Sandals,53870.jpg
46591,Women,Footwear,Shoes,Black,Summer,2012.0,Casual,Catwalk Women Black Heels,46591.jpg
13039,Women,Footwear,Shoes,White,Winter,2012.0,Casual,Inc 5 Women Casual White Flats,13039.jpg
39597,Women,Footwear,Shoes,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Flats,39597.jpg
33107,Women,Footwear,Shoes,Pink,Winter,2015.0,Casual,Catwalk Women Pink Flats,33107.jpg
35821,Women,Footwear,Shoes,Black,Summer,2012.0,Casual,Enroute Women Black Heels,35821.jpg
21734,Women,Footwear,Shoes,White,Winter,2015.0,Casual,Catwalk Women Casual White Heels,21734.jpg
49606,Women,Footwear,Shoes,Silver,Winter,2015.0,Casual,Catwalk Women Metal Grey Heels,49606.jpg
51760,Women,Footwear,Shoes,Grey,Winter,2015.0,Casual,Catwalk Women Grey Peep Toes,51760.jpg
39568,Women,Footwear,Shoes,Silver,Winter,2015.0,Casual,Catwalk Women Silver Flats,39568.jpg
32824,Women,Footwear,Shoes,Blue,Winter,2012.0,Casual,iPanema Women Blue Premium Flats,32824.jpg
57299,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Rocia Women Black Flats,57299.jpg
56949,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,HM Women Black Sandals,56949.jpg
36619,Women,Footwear,Shoes,Turquoise Blue,Winter,2015.0,Casual,Catwalk Women Turquoise Blue Flats,36619.jpg
13273,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Inc 5 Women Casual Gold Heels,13273.jpg
33120,Women,Footwear,Shoes,Silver,Winter,2015.0,Casual,Catwalk Women Silver Heels,33120.jpg
27078,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,27078.jpg
2899,Women,Footwear,Shoes,Gold,Winter,2015.0,Casual,Catwalk Women Wedding Collection Gold Heels,2899.jpg
2877,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Rose Mary Flats,2877.jpg
30692,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels,30692.jpg
42749,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Rocia Women Black Heels,42749.jpg
21042,Women,Footwear,Shoes,Black,Fall,2012.0,Casual,Clarks Women Aerial Flower Black Heels,21042.jpg
39586,Women,Footwear,Shoes,Red,Winter,2015.0,Casual,Catwalk Women Red Flats,39586.jpg
56940,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,HM Women Brown Flats,56940.jpg
2611,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Carlton London Women Stylish Gold Flats,2611.jpg
46584,Women,Footwear,Shoes,White,Summer,2012.0,Casual,Catwalk Women White Sandals,46584.jpg
44454,Women,Footwear,Shoes,Black,Summer,2012.0,Casual,Senorita Women Black Sandals,44454.jpg
57857,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats,57857.jpg
45352,Women,Footwear,Shoes,Olive,Summer,2016.0,Casual,Cobblerz Women Olive Green Sandals,45352.jpg
41709,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,41709.jpg
47564,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Portia Women Brown Sandals,47564.jpg
30690,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats,30690.jpg
45370,Women,Footwear,Shoes,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals,45370.jpg
10271,Women,Footwear,Shoes,Red,Fall,2012.0,Casual,Clarks Women Sona Silk Leather Red Heels,10271.jpg
41704,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Catwalk Women Brown Wedges,41704.jpg
41739,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels,41739.jpg
14377,Women,Footwear,Shoes,Copper,Winter,2015.0,Casual,Catwalk Women Casual Copper Flats,14377.jpg
20752,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Carlton London Women Classy Gold Stilettos,20752.jpg
59042,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Carlton London Women Black Heels,59042.jpg
47621,Women,Footwear,Shoes,Yellow,Fall,2014.0,Casual,Portia Women Yellow Flats,47621.jpg
27034,Women,Footwear,Shoes,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Heels,27034.jpg
22304,Women,Footwear,Shoes,Beige,Winter,2012.0,Casual,Inc. 5 Women Casual Beige Heels,22304.jpg
59050,Women,Footwear,Shoes,Red,Winter,2012.0,Casual,Carlton London Women Red & Black Heels,59050.jpg
41668,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels,41668.jpg
11499,Women,Footwear,Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Lifestyle Blue Flats,11499.jpg
49597,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats,49597.jpg
19044,Women,Footwear,Shoes,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Flats,19044.jpg
35808,Women,Footwear,Shoes,Cream,Summer,2012.0,Casual,Enroute Women Cream Flats,35808.jpg
15700,Women,Footwear,Shoes,Pink,Winter,2015.0,Casual,Catwalk Women Casual Pink Flats,15700.jpg
14361,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels,14361.jpg
39560,Women,Footwear,Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats,39560.jpg
56946,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,HM Women Golden Heels,56946.jpg
32846,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Grendha Women Jola Cigana Brown Flats,32846.jpg
39609,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels,39609.jpg
33090,Women,Footwear,Shoes,Gold,Winter,2015.0,Casual,Catwalk Women Gold Flats,33090.jpg
49588,Women,Footwear,Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,49588.jpg
41715,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Catwalk Women Brown Wedges,41715.jpg
20782,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Carlton London Women Classy Gold Heels,20782.jpg
14437,Women,Footwear,Shoes,Silver,Summer,2012.0,Casual,Enroute Women Silver Wedges,14437.jpg
46588,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Catwalk Women Golden Heels,46588.jpg
49592,Women,Footwear,Shoes,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels,49592.jpg
45333,Women,Footwear,Shoes,Green,Summer,2016.0,Casual,Cobblerz Women Green Sandals,45333.jpg
20761,Women,Footwear,Shoes,Brown,Spring,2013.0,Casual,Carlton London Women Casual Bronze Wedges,20761.jpg
39869,Women,Footwear,Shoes,Grey,Spring,2013.0,Casual,Catwalk Women Grey & Blue Flats,39869.jpg
14419,Women,Footwear,Shoes,Gold,Summer,2012.0,Casual,Enroute Women Casual Gold Flats,14419.jpg
21038,Women,Footwear,Shoes,Black,Fall,2012.0,Casual,Clarks Women Balti Zing Black Heels,21038.jpg
56865,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,HM Women Black Flats,56865.jpg
17666,Women,Footwear,Shoes,Multi,Winter,2015.0,Casual,Catwalk Women Classic Multi Heels,17666.jpg
14383,Women,Footwear,Shoes,Copper,Winter,2015.0,Casual,Catwalk Women Casual Copper Flats,14383.jpg
20265,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,Catwalk Women Casual Brown Flats,20265.jpg
56873,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,HM Women Black Flats,56873.jpg
50160,Women,Footwear,Shoes,Black,Winter,2014.0,Casual,Rocia Women Black Wedges,50160.jpg
50156,Women,Footwear,Shoes,Gold,Winter,2012.0,Casual,Rocia Women Gold Toned Heels,50156.jpg
14358,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Heels,14358.jpg
56910,Women,Footwear,Shoes,Red,Winter,2012.0,Casual,HM Women Red Flats,56910.jpg
56934,Women,Footwear,Shoes,Silver,Winter,2012.0,Casual,HM Women Silver Flats,56934.jpg
37970,Women,Footwear,Shoes,Black,Fall,2012.0,Formal,Clarks Women Chart Leather Black Formal Shoes,37970.jpg
49827,Women,Footwear,Shoes,Brown,Winter,2012.0,Casual,iPanema Women Gold Flats,49827.jpg
45341,Women,Footwear,Shoes,Beige,Summer,2016.0,Casual,Cobblerz Women Beige & Green Sandals,45341.jpg
47574,Women,Footwear,Shoes,White,Winter,2012.0,Casual,Portia Women White Wedges,47574.jpg
49615,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels,49615.jpg
20899,Women,Footwear,Shoes,White,Winter,2015.0,Casual,Catwalk Women White Casual Flats,20899.jpg
14425,Women,Footwear,Shoes,Tan,Summer,2012.0,Casual,Enroute Women Casual Tan Flats,14425.jpg
14381,Women,Footwear,Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Sandals,14381.jpg
45376,Women,Footwear,Shoes,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals,45376.jpg
35803,Women,Footwear,Shoes,Tan,Summer,2012.0,Casual,Enroute Women Tan Flats,35803.jpg
56923,Women,Footwear,Shoes,Orange,Winter,2012.0,Casual,HM Women Orange Flats,56923.jpg
41737,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,41737.jpg
20281,Women,Footwear,Shoes,Pink,Winter,2015.0,Casual,Catwalk Women Casual Pink Flats,20281.jpg
59034,Women,Footwear,Shoes,Bronze,Winter,2012.0,Casual,Carlton London Women Black Heels,59034.jpg
56909,Women,Footwear,Shoes,Green,Winter,2012.0,Casual,HM Women Green Flats,56909.jpg
19038,Women,Footwear,Shoes,Beige,Winter,2015.0,Casual,Catwalk Women Beige Heels,19038.jpg
56872,Women,Footwear,Shoes,Red,Winter,2012.0,Casual,HM Women Red Sandals,56872.jpg
14462,Women,Footwear,Shoes,Gold,Summer,2012.0,Casual,Enroute Women Casual Gold Peep Toes,14462.jpg
14451,Women,Footwear,Shoes,Multi,Summer,2012.0,Casual,Enroute Women Casual Multi Flats,14451.jpg
14433,Women,Footwear,Shoes,Brown,Summer,2012.0,Casual,Enroute Women Casual Brown Flats,14433.jpg
35341,Women,Footwear,Shoes,Brown,Summer,2012.0,Casual,Senorita Women Brown Heels,35341.jpg
13044,Women,Footwear,Shoes,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Wedges,13044.jpg
